Artikelnummer;Oud artikelnummer;Status;PIB naam NL;PIB naam FR;PIB ondertitel NL;PIB ondertitel FR;Samenstelling NL;Samenstelling FR;Benaming prijslijst NL;Benaming prijslijst FR;Productnorm;Type kort;Type lang NL;Type lang FR;Reactie bij brand;Reactie bij brand Norm;DOP Nummer;Kantvorm;Dikte;Breedte;Lengte;Dikte isolatie;Totale dikte;Oppervlaktegewicht;Thermische geleidbaarheid l;Thermische geleidb. isolatie l;Lineaire uitzettings-coëfficiënt tgv temp;Lin.uitz.temp. VW NL;Lin.uitz.temp. VW FR;Waterdampdiffusie-weerstandsgetal ?;Waterdampdiffusie-weerst. isolatie ?;Waterdampdiffusie-weerstand ?d;Lineaire uitzettings-coëfficiënt tgv RV;Lin.uitz.vocht VW NL;Lin.uitz.vocht VW FR;Basishoeveelheidseenheid;EAN;EAN Eenheid;Intrastatnummer;DOP URL NL;DOP URL FR;PIB URL NL;PIB URL FR;Image;
G129532;(blanco);NIEUW;Loodstrip;Bande de plomb autocollante;Zelfklevende loodstrip ter afscherming van naden tussen Gyproc® LP-platen;Bande de plomb autocollante pour isoler les joints entre les plaques Gyproc® LP;(blanco);(blanco);Zelfklevende Loodstrip;Bande de plomb autocollante;NBN EN 12588:2007;--;loodplaat;feuille de plomb;;;;(blanco);2;50;10000;(blanco);(blanco);;35,00;(blanco);;;;;--;;;;;ST;5413218566247;ST;78041100;;;http://www.gyproc.be/downloadpib?PIB=G129532&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G129532&TYPE=PDFFR;;
G129533;(blanco);NIEUW;Loodstrip;Bande de plomb autocollante;Zelfklevende loodstrip ter afscherming van naden tussen Gyproc® LP-platen;Bande de plomb autocollante pour isoler les joints entre les plaques Gyproc® LP;(blanco);(blanco);Zelfklevende Loodstrip;Bande de plomb autocollante;NBN EN 12588:2007;--;loodplaat;feuille de plomb;;;;(blanco);3;50;8000;(blanco);(blanco);;35,00;(blanco);;;;;--;;;;;ST;5413218566254;ST;78041100;;;http://www.gyproc.be/downloadpib?PIB=G129533&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G129533&TYPE=PDFFR;;
H43020600;(blanco);NIEUW;Gyptone® Activ'Air tegels;Dalles Gyptone® Activ'Air;Geperforeerde gipstegels met Activ'Air voor akoestische en decoratieve systeemplafonds;Dalles de plâtre perforées avec Activ'Air pour plafonds acoustiques démontables et décoratifs;(blanco);(blanco);Gyptone Base 31;Gyptone Base 31;NBN EN 14190:2014;A;tegel uit gipskartonplaat;dalle de plâtre;A2-s1, d0 (C.4);NBN EN 14190:2014;DoP_GYP_14190-1-v-1;A;10,0;600;600;(blanco);10,0;8,60;0,25;(blanco);;;;--;--;--;;;;PLA;3496250247536;PLA;68091100;;;http://www.gyproc.be/downloadpib?PIB=H43060600&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=H43060600&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=H43060600&TYPE=IMG;
G132433;G124205;NIEUW;Gyptone® Activ'Air tegels;Dalles Gyptone® Activ'Air;Geperforeerde gipstegels met Activ'Air voor akoestische en decoratieve systeemplafonds;Dalles de plâtre perforées avec Activ'Air pour plafonds acoustiques démontables et décoratifs;(blanco);(blanco);Gyptone Base 31;Gyptone Base 31;NBN EN 14190:2014;A;tegel uit gipskartonplaat;dalle de plâtre;A2-s1, d0 (C.4);NBN EN 14190:2014;DoP_GYP_14190-1-v-1;A;12,5;600;1200;(blanco);12,5;9,69;0,25;(blanco);;;;--;--;--;;;;ST;5413218566261;ST;;;;http://www.gyproc.be/downloadpib?PIB=G132433&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G132433&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G132433&TYPE=IMG;
H43060600;(blanco);NIEUW;Gyptone® Activ'Air tegels;Dalles Gyptone® Activ'Air;Geperforeerde gipstegels met Activ'Air voor akoestische en decoratieve systeemplafonds;Dalles de plâtre perforées avec Activ'Air pour plafonds acoustiques démontables et décoratifs;(blanco);(blanco);Gyptone Base 31;Gyptone Base 31;NBN EN 14190:2014;A;tegel uit gipskartonplaat;dalle de plâtre;A2-s1, d0 (C.4);NBN EN 14190:2014;DoP_GYP_14190-1-v-1;E15;10,0;600;600;(blanco);10,0;8,25;0,25;(blanco);;;;--;--;--;;;;PLA;3496250247550;PLA;68091100;;;http://www.gyproc.be/downloadpib?PIB=H43060600&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=H43060600&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=H43060600&TYPE=IMG;
H43230600;H6304600;NIEUW;Gyptone® Activ'Air tegels;Dalles Gyptone® Activ'Air;Geperforeerde gipstegels met Activ'Air voor akoestische en decoratieve systeemplafonds;Dalles de plâtre perforées avec Activ'Air pour plafonds acoustiques démontables et décoratifs;(blanco);(blanco);Gyptone Base 31;Gyptone Base 31;NBN EN 14190:2014;A;tegel uit gipskartonplaat;dalle de plâtre;A2-s1, d0 (C.4);NBN EN 14190:2014;DoP_GYP_14190-1-v-1;D2;12,5;600;600;(blanco);12,5;9,52;0,25;(blanco);;;;--;--;--;;;;PLA;3496250305564;PLA;68091100;;;http://www.gyproc.be/downloadpib?PIB=H43230600&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=H43230600&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=H43230600&TYPE=IMG;
H40420600;(blanco);NIEUW;Gyptone® Activ'Air tegels;Dalles Gyptone® Activ'Air;Geperforeerde gipstegels met Activ'Air voor akoestische en decoratieve systeemplafonds;Dalles de plâtre perforées avec Activ'Air pour plafonds acoustiques démontables et décoratifs;(blanco);(blanco);Gyptone Line 4;Gyptone Line 4;NBN EN 14190:2014;A;geperforeerde tegel uit gipskartonplaat;dalle de plâtre perforée;A2-s1, d0 (C.4);NBN EN 14190:2014;DoP_GYP_14190-1-v-1;A;10,0;600;600;(blanco);10,0;6,56;0,25;(blanco);;;;--;--;--;;;;PLA;3496250247338;PLA;68091900;http://www.gyproc.be/downloaddop?DOP=DoP_Nr_GYP_14190_1_v1_NL.pdf;http://www.gyproc.be/downloaddop?DOP=DoP_Nr_GYP_14190_1_v1_FR.pdf;http://www.gyproc.be/downloadpib?PIB=H40420600&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=H40420600&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=H40420600&TYPE=IMG;
G132434;G124205;NIEUW;Gyptone® Activ'Air tegels;Dalles Gyptone® Activ'Air;Geperforeerde gipstegels met Activ'Air voor akoestische en decoratieve systeemplafonds;Dalles de plâtre perforées avec Activ'Air pour plafonds acoustiques démontables et décoratifs;(blanco);(blanco);Gyptone Line 4;Gyptone Line 4;NBN EN 14190:2014;A;geperforeerde tegel uit gipskartonplaat;dalle de plâtre perforée;A2-s1, d0 (C.4);NBN EN 14190:2014;DoP_GYP_14190-1-v-1;A;12,5;600;1200;(blanco);12,5;7,90;0,25;(blanco);;;;--;--;--;;;;ST;5413218566278;ST;;;;http://www.gyproc.be/downloadpib?PIB=G132434&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G132434&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G132434&TYPE=IMG;
H40460600;(blanco);NIEUW;Gyptone® Activ'Air tegels;Dalles Gyptone® Activ'Air;Geperforeerde gipstegels met Activ'Air voor akoestische en decoratieve systeemplafonds;Dalles de plâtre perforées avec Activ'Air pour plafonds acoustiques démontables et décoratifs;(blanco);(blanco);Gyptone Line 4;Gyptone Line 4;NBN EN 14190:2014;A;geperforeerde tegel uit gipskartonplaat;dalle de plâtre perforée;A2-s1, d0 (C.4);NBN EN 14190:2014;DoP_GYP_14190-1-v-1;E15;10,0;600;600;(blanco);10,0;6,22;0,25;(blanco);;;;--;--;--;;;;PLA;3496250247345;PLA;68091900;http://www.gyproc.be/downloaddop?DOP=DoP_Nr_GYP_14190_1_v1_NL.pdf;http://www.gyproc.be/downloaddop?DOP=DoP_Nr_GYP_14190_1_v1_FR.pdf;http://www.gyproc.be/downloadpib?PIB=H40460600&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=H40460600&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=H40460600&TYPE=IMG;
H40470600;G122014;NIEUW;Gyptone® Activ'Air tegels;Dalles Gyptone® Activ'Air;Geperforeerde gipstegels met Activ'Air voor akoestische en decoratieve systeemplafonds;Dalles de plâtre perforées avec Activ'Air pour plafonds acoustiques démontables et décoratifs;(blanco);(blanco);Gyptone Line 4;Gyptone Line 4;NBN EN 14190:2014;A;geperforeerde tegel uit gipskartonplaat;dalle de plâtre perforée;A2-s1, d0 (C.4);NBN EN 14190:2014;DoP_GYP_14190-1-v-1;D2;12,5;600;600;(blanco);12,5;7,87;0,25;(blanco);;;;--;--;--;;;;ST;3496250305588;PLA;68091100;;;http://www.gyproc.be/downloadpib?PIB=H40470600&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=H40470600&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=H40470600&TYPE=IMG;
H41120600;(blanco);NIEUW;Gyptone® Activ'Air tegels;Dalles Gyptone® Activ'Air;Geperforeerde gipstegels met Activ'Air voor akoestische en decoratieve systeemplafonds;Dalles de plâtre perforées avec Activ'Air pour plafonds acoustiques démontables et décoratifs;(blanco);(blanco);Gyptone Point 11;Gyptone Point 11;NBN EN 14190:2014;A;geperforeerde tegel uit gipskartonplaat;dalle de plâtre perforée;A2-s1, d0 (C.4);NBN EN 14190:2014;DoP_GYP_14190-1-v-1;A;10,0;600;600;(blanco);10,0;7,63;0,25;(blanco);;;;--;--;--;;;;PLA;3496250247369;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=DoP_Nr_GYP_14190_1_v1_NL.pdf;http://www.gyproc.be/downloaddop?DOP=DoP_Nr_GYP_14190_1_v1_FR.pdf;http://www.gyproc.be/downloadpib?PIB=H41120600&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=H41120600&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=H41120600&TYPE=IMG;
G132435;G124207;NIEUW;Gyptone® Activ'Air tegels;Dalles Gyptone® Activ'Air;Geperforeerde gipstegels met Activ'Air voor akoestische en decoratieve systeemplafonds;Dalles de plâtre perforées avec Activ'Air pour plafonds acoustiques démontables et décoratifs;(blanco);(blanco);Gyptone Point 11;Gyptone Point 11;NBN EN 14190:2014;A;geperforeerde tegel uit gipskartonplaat;dalle de plâtre perforée;A2-s1, d0 (C.4);NBN EN 14190:2014;DoP_GYP_14190-1-v-1;A;12,5;600;1200;(blanco);12,5;8,43;0,25;(blanco);;;;--;--;--;;;;ST;5413218566292;ST;;;;http://www.gyproc.be/downloadpib?PIB=G132435&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G132435&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G132435&TYPE=IMG;
H41160600;(blanco);NIEUW;Gyptone® Activ'Air tegels;Dalles Gyptone® Activ'Air;Geperforeerde gipstegels met Activ'Air voor akoestische en decoratieve systeemplafonds;Dalles de plâtre perforées avec Activ'Air pour plafonds acoustiques démontables et décoratifs;(blanco);(blanco);Gyptone Point 11;Gyptone Point 11;NBN EN 14190:2014;A;geperforeerde tegel uit gipskartonplaat;dalle de plâtre perforée;A2-s1, d0 (C.4);NBN EN 14190:2014;DoP_GYP_14190-1-v-1;E15;10,0;600;600;(blanco);10,0;7,29;0,25;(blanco);;;;--;--;--;;;;PLA;3496250247390;PLA;68091900;http://www.gyproc.be/downloaddop?DOP=DoP_Nr_GYP_14190_1_v1_NL.pdf;http://www.gyproc.be/downloaddop?DOP=DoP_Nr_GYP_14190_1_v1_FR.pdf;http://www.gyproc.be/downloadpib?PIB=H41160600&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=H41160600&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=H41160600&TYPE=IMG;
H41190600;H41140600;NIEUW;Gyptone® Activ'Air tegels;Dalles Gyptone® Activ'Air;Geperforeerde gipstegels met Activ'Air voor akoestische en decoratieve systeemplafonds;Dalles de plâtre perforées avec Activ'Air pour plafonds acoustiques démontables et décoratifs;(blanco);(blanco);Gyptone Point 11;Gyptone Point 11;NBN EN 14190:2014;A;geperforeerde tegel uit gipskartonplaat;dalle de plâtre perforée;A2-s1, d0 (C.4);NBN EN 14190:2014;DoP_GYP_14190-1-v-1;D2;12,5;600;600;(blanco);12,5;8,43;0,25;(blanco);;;;--;--;--;;;;PLA;3496250305632;PLA;68091100;;;http://www.gyproc.be/downloadpib?PIB=H41190600&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=H41190600&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=H41190600&TYPE=IMG;
H41220600;(blanco);NIEUW;Gyptone® Activ'Air tegels;Dalles Gyptone® Activ'Air;Geperforeerde gipstegels met Activ'Air voor akoestische en decoratieve systeemplafonds;Dalles de plâtre perforées avec Activ'Air pour plafonds acoustiques démontables et décoratifs;(blanco);(blanco);Gyptone Point 12;Gyptone Point 12;NBN EN 14190:2014;A;geperforeerde tegel uit gipskartonplaat;dalle de plâtre perforée;A2-s1, d0 (C.4);NBN EN 14190:2014;DoP_GYP_14190-1-v-1;A;10,0;600;600;(blanco);10,0;8,16;0,25;(blanco);;;;--;--;--;;;;PLA;3496250247413;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=DoP_Nr_GYP_14190_1_v1_NL.pdf;http://www.gyproc.be/downloaddop?DOP=DoP_Nr_GYP_14190_1_v1_FR.pdf;http://www.gyproc.be/downloadpib?PIB=H41220600&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=H41220600&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=H41220600&TYPE=IMG;
H41260600;(blanco);NIEUW;Gyptone® Activ'Air tegels;Dalles Gyptone® Activ'Air;Geperforeerde gipstegels met Activ'Air voor akoestische en decoratieve systeemplafonds;Dalles de plâtre perforées avec Activ'Air pour plafonds acoustiques démontables et décoratifs;(blanco);(blanco);Gyptone Point 12;Gyptone Point 12;NBN EN 14190:2014;A;geperforeerde tegel uit gipskartonplaat;dalle de plâtre perforée;A2-s1, d0 (C.4);NBN EN 14190:2014;DoP_GYP_14190-1-v-1;E15;10,0;600;600;(blanco);10,0;7,83;0,25;(blanco);;;;--;--;--;;;;PLA;3496250247437;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=DoP_Nr_GYP_14190_1_v1_NL.pdf;http://www.gyproc.be/downloaddop?DOP=DoP_Nr_GYP_14190_1_v1_FR.pdf;http://www.gyproc.be/downloadpib?PIB=H41260600&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=H41260600&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=H41260600&TYPE=IMG;
H41230600;G123589;NIEUW;Gyptone® Activ'Air tegels;Dalles Gyptone® Activ'Air;Geperforeerde gipstegels met Activ'Air voor akoestische en decoratieve systeemplafonds;Dalles de plâtre perforées avec Activ'Air pour plafonds acoustiques démontables et décoratifs;(blanco);(blanco);Gyptone Point 12;Gyptone Point 12;NBN EN 14190:2014;A;geperforeerde tegel uit gipskartonplaat;dalle de plâtre perforée;A2-s1, d0 (C.4);NBN EN 14190:2014;DoP_GYP_14190-1-v-1;D2;12,5;600;600;(blanco);12,5;9,06;0,25;(blanco);;;;--;--;--;;;;ST;3496250305663;PLA;68091100;;;http://www.gyproc.be/downloadpib?PIB=H41230600&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=H41230600&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=H41230600&TYPE=IMG;
H42020600;(blanco);NIEUW;Gyptone® Activ'Air tegels;Dalles Gyptone® Activ'Air;Geperforeerde gipstegels met Activ'Air voor akoestische en decoratieve systeemplafonds;Dalles de plâtre perforées avec Activ'Air pour plafonds acoustiques démontables et décoratifs;(blanco);(blanco);Gyptone Quattro 20;Gyptone Quattro 20;NBN EN 14190:2014;A;geperforeerde tegel uit gipskartonplaat;dalle de plâtre perforée;A2-s1, d0 (C.4);NBN EN 14190:2014;DoP_GYP_14190-1-v-1;A;10,0;600;600;(blanco);10,0;7,15;0,25;(blanco);;;;--;--;--;;;;PLA;3496250247451;PLA;68091900;http://www.gyproc.be/downloaddop?DOP=DoP_Nr_GYP_14190_1_v1_NL.pdf;http://www.gyproc.be/downloaddop?DOP=DoP_Nr_GYP_14190_1_v1_FR.pdf;http://www.gyproc.be/downloadpib?PIB=H42020600&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=H42020600&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=H42020600&TYPE=IMG;
H42060600;(blanco);NIEUW;Gyptone® Activ'Air tegels;Dalles Gyptone® Activ'Air;Geperforeerde gipstegels met Activ'Air voor akoestische en decoratieve systeemplafonds;Dalles de plâtre perforées avec Activ'Air pour plafonds acoustiques démontables et décoratifs;(blanco);(blanco);Gyptone Quattro 20;Gyptone Quattro 20;NBN EN 14190:2014;A;geperforeerde tegel uit gipskartonplaat;dalle de plâtre perforée;A2-s1, d0 (C.4);NBN EN 14190:2014;DoP_GYP_14190-1-v-1;E15;10,0;600;600;(blanco);10,0;6,81;0,25;(blanco);;;;--;--;--;;;;PLA;3496250247475;PLA;68091900;http://www.gyproc.be/downloaddop?DOP=DoP_Nr_GYP_14190_1_v1_NL.pdf;http://www.gyproc.be/downloaddop?DOP=DoP_Nr_GYP_14190_1_v1_FR.pdf;http://www.gyproc.be/downloadpib?PIB=H42060600&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=H42060600&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=H42060600&TYPE=IMG;
H42320600;H62040600;NIEUW;Gyptone® Activ'Air tegels;Dalles Gyptone® Activ'Air;Geperforeerde gipstegels met Activ'Air voor akoestische en decoratieve systeemplafonds;Dalles de plâtre perforées avec Activ'Air pour plafonds acoustiques démontables et décoratifs;(blanco);(blanco);Gyptone Quattro 20;Gyptone Quattro 20;NBN EN 14190:2014;A;geperforeerde tegel uit gipskartonplaat;dalle de plâtre perforée;A2-s1, d0 (C.4);NBN EN 14190:2014;DoP_GYP_14190-1-v-1;D2;12,5;600;600;(blanco);12,5;9,52;0,25;(blanco);;;;--;--;--;;;;PLA;3496250305731;PLA;68091100;;;http://www.gyproc.be/downloadpib?PIB=H42320600&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=H42320600&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=H42320600&TYPE=IMG;
H42220600;(blanco);NIEUW;Gyptone® Activ'Air tegels;Dalles Gyptone® Activ'Air;Geperforeerde gipstegels met Activ'Air voor akoestische en decoratieve systeemplafonds;Dalles de plâtre perforées avec Activ'Air pour plafonds acoustiques démontables et décoratifs;(blanco);(blanco);Gyptone Quattro 22;Gyptone Quattro 22;NBN EN 14190:2014;A;geperforeerde tegel uit gipskartonplaat;dalle de plâtre perforée;A2-s1, d0 (C.4);NBN EN 14190:2014;DoP_GYP_14190-1-v-1;A;10,0;600;600;(blanco);10,0;7,88;0,25;(blanco);;;;--;--;--;;;;PLA;3496250247499;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=DoP_Nr_GYP_14190_1_v1_NL.pdf;http://www.gyproc.be/downloaddop?DOP=DoP_Nr_GYP_14190_1_v1_FR.pdf;http://www.gyproc.be/downloadpib?PIB=H42220600&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=H42220600&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=H42220600&TYPE=IMG;
H42260600;(blanco);NIEUW;Gyptone® Activ'Air tegels;Dalles Gyptone® Activ'Air;Geperforeerde gipstegels met Activ'Air voor akoestische en decoratieve systeemplafonds;Dalles de plâtre perforées avec Activ'Air pour plafonds acoustiques démontables et décoratifs;(blanco);(blanco);Gyptone Quattro 22;Gyptone Quattro 22;NBN EN 14190:2014;A;geperforeerde tegel uit gipskartonplaat;dalle de plâtre perforée;A2-s1, d0 (C.4);NBN EN 14190:2014;DoP_GYP_14190-1-v-1;E15;10,0;600;600;(blanco);10,0;7,76;0,25;(blanco);;;;--;--;--;;;;PLA;3496250247512;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=DoP_Nr_GYP_14190_1_v1_NL.pdf;http://www.gyproc.be/downloaddop?DOP=DoP_Nr_GYP_14190_1_v1_FR.pdf;http://www.gyproc.be/downloadpib?PIB=H42260600&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=H42260600&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=H42260600&TYPE=IMG;
H42240600;G124054;NIEUW;Gyptone® Activ'Air tegels;Dalles Gyptone® Activ'Air;Geperforeerde gipstegels met Activ'Air voor akoestische en decoratieve systeemplafonds;Dalles de plâtre perforées avec Activ'Air pour plafonds acoustiques démontables et décoratifs;(blanco);(blanco);Gyptone Quattro 22;Gyptone Quattro 22;NBN EN 14190:2014;A;geperforeerde tegel uit gipskartonplaat;dalle de plâtre perforée;A2-s1, d0 (C.4);NBN EN 14190:2014;DoP_GYP_14190-1-v-1;D2;12,5;600;600;(blanco);12,5;8,70;0,25;(blanco);;;;--;--;--;;;;PLA;3496250305762;PLA;68091100;;;http://www.gyproc.be/downloadpib?PIB=H42240600&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=H42240600&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=H42240600&TYPE=IMG;
H42520600;(blanco);NIEUW;Gyptone® Activ'Air tegels;Dalles Gyptone® Activ'Air;Geperforeerde gipstegels met Activ'Air voor akoestische en decoratieve systeemplafonds;Dalles de plâtre perforées avec Activ'Air pour plafonds acoustiques démontables et décoratifs;(blanco);(blanco);Gyptone Quattro 50;Gyptone Quattro 50;NBN EN 14190:2014;A;geperforeerde tegel uit gipskartonplaat;dalle de plâtre perforée;A2-s1, d0 (C.4);NBN EN 14190:2014;DoP_GYP_14190-1-v-1;A;10,0;600;600;(blanco);10,0;7,15;0,25;(blanco);;;;--;--;--;;;;PLA;3496250247574;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=DoP_Nr_GYP_14190_1_v1_NL.pdf;http://www.gyproc.be/downloaddop?DOP=DoP_Nr_GYP_14190_1_v1_FR.pdf;http://www.gyproc.be/downloadpib?PIB=H42520600&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=H42520600&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=H42520600&TYPE=IMG;
H42560600;(blanco);NIEUW;Gyptone® Activ'Air tegels;Dalles Gyptone® Activ'Air;Geperforeerde gipstegels met Activ'Air voor akoestische en decoratieve systeemplafonds;Dalles de plâtre perforées avec Activ'Air pour plafonds acoustiques démontables et décoratifs;(blanco);(blanco);Gyptone Quattro 50;Gyptone Quattro 50;NBN EN 14190:2014;A;geperforeerde tegel uit gipskartonplaat;dalle de plâtre perforée;A2-s1, d0 (C.4);NBN EN 14190:2014;DoP_GYP_14190-1-v-1;E15;10,0;600;600;(blanco);10,0;6,81;0,25;(blanco);;;;--;--;--;;;;PLA;3496250247581;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=DoP_Nr_GYP_14190_1_v1_NL.pdf;http://www.gyproc.be/downloaddop?DOP=DoP_Nr_GYP_14190_1_v1_FR.pdf;http://www.gyproc.be/downloadpib?PIB=H42560600&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=H42560600&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=H42560600&TYPE=IMG;
H42570600;H42540600;NIEUW;Gyptone® Activ'Air tegels;Dalles Gyptone® Activ'Air;Geperforeerde gipstegels met Activ'Air voor akoestische en decoratieve systeemplafonds;Dalles de plâtre perforées avec Activ'Air pour plafonds acoustiques démontables et décoratifs;(blanco);(blanco);Gyptone Quattro 50;Gyptone Quattro 50;NBN EN 14190:2014;A;geperforeerde tegel uit gipskartonplaat;dalle de plâtre perforée;A2-s1, d0 (C.4);NBN EN 14190:2014;DoP_GYP_14190-1-v-1;D2;12,5;600;600;(blanco);12,5;7,87;0,25;(blanco);;;;--;--;--;;;;PLA;3496250305830;PLA;68091100;;;http://www.gyproc.be/downloadpib?PIB=H42570600&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=H42570600&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=H42570600&TYPE=IMG;
H44620600;(blanco);NIEUW;Gyptone® Activ'Air tegels;Dalles Gyptone® Activ'Air;Geperforeerde gipstegels met Activ'Air voor akoestische en decoratieve systeemplafonds;Dalles de plâtre perforées avec Activ'Air pour plafonds acoustiques démontables et décoratifs;(blanco);(blanco);Gyptone Sixto 60;Gyptone Sixto 60;NBN EN 14190:2014;A;geperforeerde tegel uit gipskartonplaat;dalle de plâtre perforée;A2-s1, d0 (C.4);NBN EN 14190:2014;DoP_GYP_14190-1-v-1;A;10,0;600;600;(blanco);10,0;7,23;0,25;(blanco);;;;--;--;--;;;;PLA;3496250247611;PLA;68091900;http://www.gyproc.be/downloaddop?DOP=DoP_Nr_GYP_14190_1_v1_NL.pdf;http://www.gyproc.be/downloaddop?DOP=DoP_Nr_GYP_14190_1_v1_FR.pdf;http://www.gyproc.be/downloadpib?PIB=H44620600&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=H44620600&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=H44620600&TYPE=IMG;
H44660600;(blanco);NIEUW;Gyptone® Activ'Air tegels;Dalles Gyptone® Activ'Air;Geperforeerde gipstegels met Activ'Air voor akoestische en decoratieve systeemplafonds;Dalles de plâtre perforées avec Activ'Air pour plafonds acoustiques démontables et décoratifs;(blanco);(blanco);Gyptone Sixto 60;Gyptone Sixto 60;NBN EN 14190:2014;A;geperforeerde tegel uit gipskartonplaat;dalle de plâtre perforée;A2-s1, d0 (C.4);NBN EN 14190:2014;DoP_GYP_14190-1-v-1;E15;10,0;600;600;(blanco);10,0;6,89;0,25;(blanco);;;;--;--;--;;;;PLA;3496250247635;PLA;68091900;http://www.gyproc.be/downloaddop?DOP=DoP_Nr_GYP_14190_1_v1_NL.pdf;http://www.gyproc.be/downloaddop?DOP=DoP_Nr_GYP_14190_1_v1_FR.pdf;http://www.gyproc.be/downloadpib?PIB=H44660600&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=H44660600&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=H44660600&TYPE=IMG;
H44680600;G126943;NIEUW;Gyptone® Activ'Air tegels;Dalles Gyptone® Activ'Air;Geperforeerde gipstegels met Activ'Air voor akoestische en decoratieve systeemplafonds;Dalles de plâtre perforées avec Activ'Air pour plafonds acoustiques démontables et décoratifs;(blanco);(blanco);Gyptone Sixto 60;Gyptone Sixto 60;NBN EN 14190:2014;A;geperforeerde tegel uit gipskartonplaat;dalle de plâtre perforée;A2-s1, d0 (C.4);NBN EN 14190:2014;DoP_GYP_14190-1-v-1;D2;12,5;600;600;(blanco);12,5;7,97;0,25;(blanco);;;;--;--;--;;;;PLA;3496250305861;PLA;68091100;;;http://www.gyproc.be/downloadpib?PIB=H44680600&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=H44680600&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=H44680600&TYPE=IMG;
