Artikelnummer;Oud artikelnummer;Status;PIB naam NL;PIB naam FR;PIB ondertitel NL;PIB ondertitel FR;Samenstelling NL;Samenstelling FR;Benaming prijslijst NL;Benaming prijslijst FR;Productnorm;Type kort;Type lang NL;Type lang FR;Reactie bij brand;Reactie bij brand Norm;DOP Nummer;Kantvorm;Dikte;Breedte;Lengte;Dikte isolatie;Totale dikte;Oppervlaktegewicht;Thermische geleidbaarheid l;Thermische geleidb. isolatie l;Lineaire uitzettings-coëfficiënt tgv temp;Lin.uitz.temp. VW NL;Lin.uitz.temp. VW FR;Waterdampdiffusie-weerstandsgetal ?;Waterdampdiffusie-weerst. isolatie ?;Waterdampdiffusie-weerstand ?d;Lineaire uitzettings-coëfficiënt tgv RV;Lin.uitz.vocht VW NL;Lin.uitz.vocht VW FR;Basishoeveelheidseenheid;EAN;EAN Eenheid;Intrastatnummer;DOP URL NL;DOP URL FR;PIB URL NL;PIB URL FR;Image;
G102970N;(blanco);NIEUW;Metal Stud® MSV;Metal Stud® MSV;Verticaal profiel;Profilé vertical;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSV70;Metal Stud MSV70;NBN EN 14195:2015;C;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,56;70;3000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218581455;ST;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G102970N&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G102970N&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G102970N&TYPE=IMG;
G102965N;(blanco);NIEUW;Metal Stud® MSV;Metal Stud® MSV;Verticaal profiel;Profilé vertical;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSV70;Metal Stud MSV70;NBN EN 14195:2015;C;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,56;70;3200;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;;;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G102965N&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G102965N&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G102965N&TYPE=IMG;
G102971N;(blanco);NIEUW;Metal Stud® MSV;Metal Stud® MSV;Verticaal profiel;Profilé vertical;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSV70;Metal Stud MSV70;NBN EN 14195:2015;C;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,56;70;3600;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;;;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G102971N&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G102971N&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G102971N&TYPE=IMG;
G102967N;(blanco);NIEUW;Metal Stud® MSV;Metal Stud® MSV;Verticaal profiel;Profilé vertical;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSV70;Metal Stud MSV70;NBN EN 14195:2015;C;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,56;70;4000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218581431;ST;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G102967N&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G102967N&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G102967N&TYPE=IMG;
G102974N;(blanco);NIEUW;Metal Stud® MSV;Metal Stud® MSV;Verticaal profiel;Profilé vertical;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSV75;Metal Stud MSV75;NBN EN 14195:2015;C;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,56;75;2600;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218581509;ST;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G102974N&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G102974N&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G102974N&TYPE=IMG;
G102983N;(blanco);NIEUW;Metal Stud® MSV;Metal Stud® MSV;Verticaal profiel;Profilé vertical;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSV75;Metal Stud MSV75;NBN EN 14195:2015;C;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,56;75;2800;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;;;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G102983N&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G102983N&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G102983N&TYPE=IMG;
G103010N;(blanco);NIEUW;Metal Stud® MSV;Metal Stud® MSV;Verticaal profiel;Profilé vertical;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSV75;Metal Stud MSV75;NBN EN 14195:2015;C;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,56;75;3000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218581516;ST;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G103010N&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G103010N&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G103010N&TYPE=IMG;
G102999N;(blanco);NIEUW;Metal Stud® MSV;Metal Stud® MSV;Verticaal profiel;Profilé vertical;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSV75;Metal Stud MSV75;NBN EN 14195:2015;C;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,56;75;3200;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;;;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G102999N&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G102999N&TYPE=PDFFR;;
G102981N;(blanco);NIEUW;Metal Stud® MSV;Metal Stud® MSV;Verticaal profiel;Profilé vertical;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSV75;Metal Stud MSV75;NBN EN 14195:2015;C;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,56;75;3600;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218581523;ST;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G102981N&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G102981N&TYPE=PDFFR;;
G103187N;(blanco);NIEUW;Metal Stud® MSV;Metal Stud® MSV;Verticaal profiel;Profilé vertical;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSV75;Metal Stud MSV75;NBN EN 14195:2015;C;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,56;75;4000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218576307;ST;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G103187N&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G103187N&TYPE=PDFFR;;
G129541N;(blanco);NIEUW;Metal Stud® MSV;Metal Stud® MSV;Verticaal profiel;Profilé vertical;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSV75;Metal Stud MSV75;NBN EN 14195:2015;C;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,56;75;5000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;;;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G129541N&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G129541N&TYPE=PDFFR;;
G103015N;(blanco);NIEUW;Metal Stud® MSV;Metal Stud® MSV;Verticaal profiel;Profilé vertical;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSV100;Metal Stud MSV100;NBN EN 14195:2015;C;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,56;100;2600;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;;;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G103015N&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G103015N&TYPE=PDFFR;;
G103140N;(blanco);NIEUW;Metal Stud® MSV;Metal Stud® MSV;Verticaal profiel;Profilé vertical;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSV100;Metal Stud MSV100;NBN EN 14195:2015;C;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,56;100;3000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218581530;ST;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G103140N&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G103140N&TYPE=PDFFR;;
G103208N;(blanco);NIEUW;Metal Stud® MSV;Metal Stud® MSV;Verticaal profiel;Profilé vertical;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSV100;Metal Stud MSV100;NBN EN 14195:2015;C;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,56;100;3600;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;;;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G103208N&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G103208N&TYPE=PDFFR;;
G102984N;(blanco);NIEUW;Metal Stud® MSV;Metal Stud® MSV;Verticaal profiel;Profilé vertical;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSV100;Metal Stud MSV100;NBN EN 14195:2015;C;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,56;100;4000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218576321;ST;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G102984N&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G102984N&TYPE=PDFFR;;
G103184N;(blanco);NIEUW;Metal Stud® MSV;Metal Stud® MSV;Verticaal profiel;Profilé vertical;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSV125;Metal Stud MSV125;NBN EN 14195:2015;C;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,56;125;3600;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;;;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C008_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G103184N&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G103184N&TYPE=PDFFR;;
G126483N;(blanco);NIEUW;Metal Stud® MSV;Metal Stud® MSV;Verticaal profiel;Profilé vertical;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSV125;Metal Stud MSV125;NBN EN 14195:2015;C;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,56;125;4000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;;;72166110;;;http://www.gyproc.be/downloadpib?PIB=G126483N&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G126483N&TYPE=PDFFR;;
G103029N;(blanco);NIEUW;Metal Stud® MSV;Metal Stud® MSV;Verticaal profiel;Profilé vertical;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSV125;Metal Stud MSV125;NBN EN 14195:2015;C;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,56;125;4800;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;;;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C005_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C005_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G103029N&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G103029N&TYPE=PDFFR;;
G106118N;(blanco);NIEUW;Metal Stud® MSV;Metal Stud® MSV;Verticaal profiel;Profilé vertical;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSV125;Metal Stud MSV125;NBN EN 14195:2015;C;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,56;125;5000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;;;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C005_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C005_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G106118N&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G106118N&TYPE=PDFFR;;
G130137N;(blanco);NIEUW;Metal Stud® MSV;Metal Stud® MSV;Verticaal profiel;Profilé vertical;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSV150;Metal Stud MSV150;NBN EN 14195:2015;C;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,56;150;3600;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;;;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C005_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C005_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G130137N&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G130137N&TYPE=PDFFR;;
G130145N;(blanco);NIEUW;Metal Stud® MSV;Metal Stud® MSV;Verticaal profiel;Profilé vertical;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSV150;Metal Stud MSV150;NBN EN 14195:2015;C;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,56;150;4000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218572293;ST;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C005_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C005_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G130145N&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G130145N&TYPE=PDFFR;;
G129256;(blanco);NIEUW;Metal Stud® SoundBlock;Metal Stud® SoundBlock;Verticale profielen voor een optimale geluidsisolatie;Profilés vertical pour isolation acoustique optimal;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud SoundBlock 50;Metal Stud SoundBlock 50;NBN EN 14195:2015;C;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,60;50;2600;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218563857;ST;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C005_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C005_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G129256&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G129256&TYPE=PDFFR;;
G129257;(blanco);NIEUW;Metal Stud® SoundBlock;Metal Stud® SoundBlock;Verticale profielen voor een optimale geluidsisolatie;Profilés vertical pour isolation acoustique optimal;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud SoundBlock 50;Metal Stud SoundBlock 50;NBN EN 14195:2015;C;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,60;50;3000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218563864;ST;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C005_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C005_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G129257&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G129257&TYPE=PDFFR;;
G129258;(blanco);NIEUW;Metal Stud® SoundBlock;Metal Stud® SoundBlock;Verticale profielen voor een optimale geluidsisolatie;Profilés vertical pour isolation acoustique optimal;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud SoundBlock 75;Metal Stud SoundBlock 75;NBN EN 14195:2015;C;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,60;75;2600;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218563871;ST;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C005_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C005_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G129258&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G129258&TYPE=PDFFR;;
G129259;(blanco);NIEUW;Metal Stud® SoundBlock;Metal Stud® SoundBlock;Verticale profielen voor een optimale geluidsisolatie;Profilés vertical pour isolation acoustique optimal;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud SoundBlock 75;Metal Stud SoundBlock 75;NBN EN 14195:2015;C;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,60;75;3000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218563888;ST;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C005_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C005_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G129259&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G129259&TYPE=PDFFR;;
G130462;(blanco);NIEUW;Metal Stud® SoundBlock;Metal Stud® SoundBlock;Verticale profielen voor een optimale geluidsisolatie;Profilés vertical pour isolation acoustique optimal;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud SoundBlock 100;Metal Stud SoundBlock 100;NBN EN 14195:2015;C;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,60;100;2600;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;;;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C005_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C005_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G130462&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G130462&TYPE=PDFFR;;
G130463;(blanco);NIEUW;Metal Stud® SoundBlock;Metal Stud® SoundBlock;Verticale profielen voor een optimale geluidsisolatie;Profilés vertical pour isolation acoustique optimal;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud SoundBlock 100;Metal Stud SoundBlock 100;NBN EN 14195:2015;C;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,60;100;3000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218565134;ST;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C005_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C005_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G130463&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G130463&TYPE=PDFFR;;
G129884;(blanco);NIEUW;Metal Stud® SoundBlock Int;Metal Stud® SoundBlock Int;Verticale profielen voor een optimale geluidsisolatie;Profilés vertical pour isolation acoustique optimal;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud SoundBlock Int;Metal Stud SoundBlock Int;NBN EN 14195:2015;L;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,60;(blanco);3000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218567084;ST;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C005_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C005_FR.pdf;;;http://www.gyproc.be/downloadpib?PIB=G129884&TYPE=IMG;
G129885;(blanco);NIEUW;Metal Stud® SoundBlock Ext;Metal Stud® SoundBlock Ext;Verticale profielen voor een optimale geluidsisolatie;Profilés vertical pour isolation acoustique optimal;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud SoundBlock Ext;Metal Stud SoundBlock Ext;NBN EN 14195:2015;L;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);0,60;(blanco);3000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218567091;ST;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C005_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C005_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G129885&TYPE=PDFNL;;http://www.gyproc.be/downloadpib?PIB=G129885&TYPE=IMG;
G103465;(blanco);NIEUW;Metal Stud® MSP;Metal Stud® MSP;Verhoogd horizontaal profiel, dikte 1 mm;Profilé horizontal rehaussé, épaisseur 1 mm;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSP50;Metal Stud MSP50;NBN EN 14195:2015;U;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);1,00;50;4000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218567107;ST;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C007_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C007_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G103465&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G103465&TYPE=PDFFR;;
G104440;(blanco);NIEUW;Metal Stud® MSP;Metal Stud® MSP;Verhoogd horizontaal profiel, dikte 1 mm;Profilé horizontal rehaussé, épaisseur 1 mm;thermisch verzinkt staal;acier galvanisé à chaud;Metal Stud MSP70;Metal Stud MSP70;NBN EN 14195:2015;U;metalen frame component;élément d'ossature métallique;A1;NBN EN 13501-1:2010;;(blanco);1,00;70;4000;(blanco);(blanco);(blanco);50,00;(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);(blanco);ST;5413218567114;ST;72166110;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C007_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_C5CBC18C007_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G104440&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G104440&TYPE=PDFFR;;
